Sentence #,Word,POS,Tag
,INDAH,NNP,I-address
,(X),-LRB-,I-address
,U13/X,NNP,I-address
,SETIA,NNP,I-address
,ALAM,NNP,I-address
,SEKSYEN,NNP,I-address
,U13,NNP,I-address
,40170,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,TEL:,ADD,O
,012,CD,O
,-,SYM,O
,6651783,CD,O
,FAX:,NNP,O
,03,CD,O
,-,SYM,O
,33623608,CD,O
,GST,NNP,O
,NO:,NNP,O
,000394528768,CD,O
,SIMPLIFIED,VB,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NNP,O
,RECEIPT,NNP,O
,#:,:,O
,CSP0422870,NNP,O
,DATE:,NNP,O
,29/12/2017,CD,B-date
,SALESPERSON,NNS,O
,:,:,O
,AH019,DT,O
,TIME:,NNP,O
,14:30:00,CD,O
,ITEM,RB,O
,QTY,NNP,O
,U/P,NNP,O
,AMOUNT,NNP,O
,(RM),ADD,O
,(RM),ADD,O
,4060010002913,CD,O
,2,LS,O
,3.50,CD,O
,7.00,CD,B-total
,S,NNP,O
,UMS,NNP,O
,13A,NNP,O
,SWITCH,NNP,O
,SOCKET(PC-2913A),NN,O
,TOTAL,NNP,O
,QUANTITY,NNP,O
,2,LS,O
,SUB-TOTAL,NNP,O
,(GST),NFP,O
,DISC,NNP,O
,ROUNDING,NNP,O
,TOTAL,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,7.00,CD,B-total
,0.00,CD,O
,0.00,CD,O
,7.00,CD,B-total
,50.00,CD,O
,43.00,CD,O
,*GST,NFP,O
,@,NFP,O
,6%,CD,O
,INCLUDED,VBN,O
,IN,IN,O
,TOTAL,NN,O
,GST,NNP,O
,SUMMARY,NNP,O
,CODE,NNP,O
,AMOUNT,NNP,O
,%,NN,O
,TAX/AMT,NNP,O
,SR,NNP,O
,6.60,CD,O
,6,CD,O
,0.40,CD,O
,TAX,NN,O
,TOTAL:,FW,O
,0.40,CD,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,REFUNDABLE,VBN,O
,THANK,VBP,O
,YOU,PRP,O
,FOR,IN,O
,CHOOSING,VBG,O
,US.,NN,O
,PLS,NNP,O
,PROVIDE,NNP,O
,ORIGINAL,VBP,O
,BILL,NN,O
,FOR,IN,O
,GOODS,NN,O
,EXCHANGE,NN,O
,WITHIN,IN,O
,1,CD,O
,WEEK,NN,O
,FROM,IN,O
,TRANSACTION,NN,O
,GOODS,NNP,O
,MUST,MD,O
,BE,VB,O
,IN,IN,O
,ORIGINAL,JJ,O
,STATE,NN,O
,TO,TO,O
,BE,VB,O
,ENTITLED,NN,O
,FOR,IN,O
,EXCHANGE.,NNP,O
Sentence: 511,AIK,VB,B-company
,HUAT,NN,I-company
,HARDWARE,NN,I-company
,ENTERPRISE,NNP,I-company
,(SETIA,:,I-company
,ALAM),NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,822737-X,CD,O
,NO.,NNP,B-address
,17-G,CD,I-address
,JALAN,NNP,I-address
,SETIA,NNP,I-address
,INDAH,NNP,I-address
,(X),-LRB-,I-address
,U13/X,NNP,I-address
,SETIA,NNP,I-address
,ALAM,NNP,I-address
,SEKSYEN,NNP,I-address
,U13,NNP,I-address
,40170,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,TEL:,ADD,O
,012,CD,O
,-,SYM,O
,6651783,CD,O
,FAX:,NNP,O
,03,CD,O
,-,SYM,O
,33623608,CD,O
,GST,NNP,O
,NO:,NNP,O
,000394528768,CD,O
,SIMPLIFIED,VB,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NNP,O
,RECEIPT,NNP,O
,#:,NNPS,O
,CSP0406159,NNP,O
,DATE:,NNP,O
,15/09/2017,CD,B-date
,SALESPERSON,NNP,O
,:,:,O
,AH002,NNP,O
,TIME:,NNP,O
,17:57:00,CD,O
,ITEM,RB,O
,QTY,NNP,O
,U/P,NNP,O
,AMOUNT,NNP,O
,(RM),ADD,O
,(RM),ADD,O
,9200310000040,CD,O
,3,LS,O
,8.00,CD,O
,24.00,CD,B-total
,S,NNP,O
,40MM,CD,O
,2K/BELLE,CD,O
,PADLOCK,NNS,O
,??,.,O
,TOTAL,NNP,O
,QUANTITY,NNP,O
,3,LS,O
,SUB-TOTAL,NNP,O
,(GST),NFP,O
,DISC,NNP,O
,ROUNDING,NNP,O
,TOTAL,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,24.00,CD,B-total
,0.00,CD,O
,0.00,CD,O
,24.00,CD,B-total
,50.00,CD,O
,26.00,CD,O
,*GST,NFP,O
,@,NFP,O
,6%,CD,O
,INCLUDED,VBN,O
,IN,IN,O
,TOTAL,NN,O
,GST,NNP,O
,SUMMARY,NNP,O
,CODE,NNP,O
,AMOUNT,NNP,O
,%,NN,O
,TAX/AMT,NNP,O
,SR,NNP,O
,22.64,CD,O
,6,CD,O
,1.36,CD,O
,TAX,NN,O
,TOTAL:,FW,O
,1.36,CD,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,THANK,VBP,O
,YOU,PRP,O
,FOR,IN,O
,PLS,NNP,O
,PROVIDE,NNP,O
,ORI,RB,O
,EXCHANGE,NNP,O
,WITHIN,IN,O
,GOODS,NNP,O
,MUST,NNP,O
Sentence: 512,AIK,VB,B-company
,HUAT,NN,I-company
,HARDWARE,NN,I-company
,ENTERPRISE,NNP,I-company
,(SETIA,:,I-company
,ALAM),NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,822737-X,CD,O
,NO.,NNP,B-address
,17-G,CD,I-address
,JALAN,NNP,I-address
,SETIA,NNP,I-address
,INDAH,NNP,I-address
,(X),-LRB-,I-address
,U13/X,NNP,I-address
,SETIA,NNP,I-address
,ALAM,NNP,I-address
,SEKSYEN,NNP,I-address
,U13,NNP,I-address
,40170,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,TEL:,ADD,O
,012,CD,O
,-,SYM,O
,6651783,CD,O
,FAX:,NNP,O
,03,CD,O
,-,SYM,O
,33623608,CD,O
,GST,NNP,O
,NO:,NNP,O
,000394528768,CD,O
,SIMPLIFIED,VB,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NNP,O
,RECEIPT,NNP,O
,#:,:,O
,CSP0388298,NNP,O
,DATE:,NNP,O
,10/05/2017,CD,B-date
,SALESPERSON,NNP,O
,:,:,O
,AH002,NNP,O
,TIME:,NNP,O
,16:22:00,CD,O
,ITEM,RB,O
,QTY,NNP,O
,U/P,NNP,O
,AMOUNT,NNP,O
,(RM),ADD,O
,(RM),ADD,O
,120000143,CD,O
,1,LS,O
,16.00,CD,B-total
,16.00,CD,I-total
,S,NNP,O
,SCHNEIDER,NNP,O
,VIVACE,NNP,O
,15A,CD,O
,S/SOCKET,CD,O
,TOTAL,NNP,O
,QUANTITY,NNP,O
,1,LS,O
,SUB-TOTAL,NNP,O
,(GST),NFP,O
,DISC,NNP,O
,ROUNDING,NNP,O
,TOTAL,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,16.00,CD,B-total
,0.00,CD,O
,0.00,CD,O
,16.00,CD,B-total
,16.00,CD,I-total
,0.00,CD,O
,*GST,NFP,O
,@,NFP,O
,6%,CD,O
,INCLUDED,VBN,O
,IN,IN,O
,TOTAL,NN,O
,GST,NNP,O
,SUMMARY,NNP,O
,CODE,NNP,O
,AMOUNT,NNP,O
,%,NN,O
,TAX/AMT,NNP,O
,SR,NNP,O
,15.09,CD,O
,6,CD,O
,0.91,CD,O
,TAX,NN,O
,TOTAL:,FW,O
,0.91,CD,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,REFUNDABLE,VBN,O
,THANK,VBP,O
,YOU,PRP,O
,FOR,IN,O
,CHOOSING,VBG,O
,US.,NN,O
,PLS,NNP,O
,PROVIDE,NNP,O
,ORIGINAL,VBP,O
,BILL,NN,O
,FOR,IN,O
,GOODS,NN,O
,EXCHANGE,NN,O
,WITHIN,IN,O
,1,CD,O
,WEEK,NN,O
,FROM,IN,O
,TRANSACTION,NN,O
,GOODS,NNP,O
,MUST,MD,O
,BE,VB,O
,IN,IN,O
,ORIGINAL,JJ,O
,STATE,NN,O
,TO,TO,O
,BE,VB,O
,ENTITLED,NN,O
,FOR,IN,O
,EXCHANGE.,NNP,O
Sentence: 513,AIK,VB,B-company
,HUAT,NN,I-company
,HARDWARE,NN,I-company
,ENTERPRISE,NNP,I-company
,(SETIA,:,I-company
,ALAM),NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,822737-X,CD,O
,NO.,NNP,B-address
,17-G,CD,I-address
,JALAN,NNP,I-address
,SETIA,NNP,I-address
,INDAH,NNP,I-address
,(X),-LRB-,I-address
,U13/X,NNP,I-address
,SETIA,NNP,I-address
,ALAM,NNP,I-address
,SEKSYEN,NNP,I-address
,U13,NNP,I-address
,40170,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,TEL:,ADD,O
,012,CD,O
,-,SYM,O
,6651783,CD,O
,FAX:,NNP,O
,03,CD,O
,-,SYM,O
,33623608,CD,O
,GST,NNP,O
,NO:,NNP,O
,000394528768,CD,O
,SIMPLIFIED,VB,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NNP,O
,RECEIPT,NNP,O
,#:,:,O
,CSP0422102,NNP,O
,DATE:,NNP,O
,25/12/2017,CD,B-date
,SALESPERSON,NNS,O
,:,:,O
,AH019,DT,O
,TIME:,NNP,O
,15:46:00,CD,O
,ITEM,RB,O
,QTY,NNP,O
,U/P,NNP,O
,AMOUNT,NNP,O
,(RM),ADD,O
,(RM),ADD,O
,4536000000012,CD,O
,1,LS,O
,2.00,CD,O
,2.00,CD,O
,S,NNP,O
,"1/2""",CD,O
,PVC,NNP,O
,BIB,NNP,O
,TAP,NNP,O
,??,.,O
,2000070000010,CD,O
,1,LS,O
,0.50,CD,O
,0.50,CD,O
,S,NNP,O
,9001,CD,O
,BM,NNP,O
,SEALING,NN,O
,TAPE,NNP,O
,(YELLOW),-LRB-,O
,???,.,O
,TOTAL,NNP,O
,QUANTITY,NNP,O
,2,LS,O
,SUB-TOTAL,NNP,O
,(GST),NFP,O
,DISC,NNP,O
,ROUNDING,NNP,O
,TOTAL,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,2.50,CD,B-total
,0.00,CD,O
,0.00,CD,O
,2.50,CD,B-total
,10.00,CD,O
,7.50,CD,O
,*GST,NFP,O
,@,NFP,O
,6%,CD,O
,INCLUDED,VBN,O
,IN,IN,O
,TOTAL,NN,O
,GST,NNP,O
,SUMMARY,NNP,O
,CODE,NNP,O
,AMOUNT,NNP,O
,%,NN,O
,TAX/AMT,NNP,O
,SR,NNP,O
,2.36,CD,O
,6,CD,O
,0.14,CD,O
,TAX,NN,O
,TOTAL:,FW,O
,0.14,CD,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,REFUNDABLE,VBN,O
,THANK,VBP,O
,YOU,PRP,O
,FOR,IN,O
,CHOOSING,VBG,O
,US.,NN,O
,PLS,NNP,O
,PROVIDE,NNP,O
,ORIGINAL,VBP,O
,BILL,NN,O
,FOR,IN,O
,GOODS,NN,O
,EXCHANGE,NN,O
,WITHIN,IN,O
,1,CD,O
,WEEK,NN,O
,FROM,IN,O
,TRANSACTION,NN,O
,GOODS,NNP,O
,MUST,MD,O
,BE,VB,O
,IN,IN,O
,ORIGINAL,JJ,O
,STATE,NN,O
,TO,TO,O
,BE,VB,O
,ENTITLED,NN,O
,FOR,IN,O
,EXCHANGE.,NNP,O
Sentence: 514,AIK,VB,B-company
,HUAT,NN,I-company
,HARDWARE,NN,I-company
,ENTERPRISE,NNP,I-company
,(SETIA,:,I-company
,ALAM),NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,822737-X,CD,O
,NO.,NNP,B-address
,17-G,CD,I-address
,JALAN,NNP,I-address
,SETIA,NNP,I-address
,INDAH,NNP,I-address
,(X),-LRB-,I-address
,U13/X,NNP,I-address
,SETIA,NNP,I-address
,ALAM,NNP,I-address
,SEKSYEN,NNP,I-address
,U13,NNP,I-address
,40170,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,TEL:,ADD,O
,012,CD,O
,-,SYM,O
,6651783,CD,O
,FAX:,NNP,O
,03,CD,O
,-,SYM,O
,33623608,CD,O
,GST,NNP,O
,NO:,NNP,O
,000394528768,CD,O
,SIMPLIFIED,VB,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NNP,O
,RECEIPT,NNP,O
,#:,:,O
,CSP0404314,NNP,O
,DATE:,NNP,O
,04/09/2017,CD,B-date
,SALESPERSON,NNS,O
,:,:,O
,AH019,DT,O
,TIME:,NNP,O
,12:01:00,CD,O
,ITEM,RB,O
,QTY,NNP,O
,U/P,NNP,O
,AMOUNT,NNP,O
,(RM),ADD,O
,(RM),ADD,O
,9555019100268,CD,O
,1,LS,O
,28.00,CD,B-total
,28.00,CD,I-total
,S,NNP,O
,MILUX,NNP,O
,M268,NNP,O
,GAS,NNP,O
,REGULATOR,NNP,O
,H/D,NNP,O
,TOTAL,NNP,O
,QUANTITY,NNP,O
,1,LS,O
,SUB-TOTAL,NNP,O
,(GST),NFP,O
,DISC,NNP,O
,ROUNDING,NNP,O
,TOTAL,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,28.00,CD,B-total
,0.00,CD,O
,0.00,CD,O
,28.00,CD,B-total
,40.00,CD,O
,12.00,CD,O
,*GST,NFP,O
,@,NFP,O
,6%,CD,O
,INCLUDED,VBN,O
,IN,IN,O
,TOTAL,NN,O
,GST,NNP,O
,SUMMARY,NNP,O
,CODE,NNP,O
,AMOUNT,NNP,O
,%,NN,O
,TAX/AMT,NNP,O
,SR,NNP,O
,26.42,CD,O
,6,CD,O
,1.58,CD,O
,TAX,NN,O
,TOTAL:,FW,O
,1.58,CD,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,REFUNDABLE,VBN,O
,THANK,VBP,O
,YOU,PRP,O
,FOR,IN,O
,CHOOSING,VBG,O
,US.,NN,O
,PLS,NNP,O
,PROVIDE,NNP,O
,ORIGINAL,VBP,O
,BILL,NN,O
,FOR,IN,O
,GOODS,NN,O
,EXCHANGE,NN,O
,WITHIN,IN,O
,1,CD,O
,WEEK,NN,O
,FROM,IN,O
,TRANSACTION,NN,O
,GOODS,NNP,O
,MUST,MD,O
,BE,VB,O
,IN,IN,O
,ORIGINAL,JJ,O
,STATE,NN,O
,TO,TO,O
,BE,VB,O
,ENTITLED,NN,O
,FOR,IN,O
,EXCHANGE.,NNP,O
Sentence: 515,FY,NNP,B-company
,EAGLE,NNP,I-company
,ENTERPRISE,NNP,I-company
,002065464-X,CD,O
,NO.,NNP,B-address
,42,CD,I-address
,JALAN,NNP,I-address
,PBS,NNP,I-address
,14/11,CD,I-address
,TAMAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,BUKIT,NNP,I-address
,SERDANG,NNP,I-address
,43300,CD,I-address
,SERI,NNP,I-address
,KEMBANGAN,NNP,I-address
,SELANGOR,NNP,I-address
,TEL:,ADD,O
,03-89433143,CD,O
,FAX:,NNS,O
,03-89433143,CD,O
,GST,NNP,O
,NO:,NNP,O
,001663156224,CD,O
,TAX,NN,O
,INVOICE,NN,O
,RECEIPT,NNP,O
,#:,NNP,O
,CS00040529,NNP,O
,DATE:,NNP,O
,24/05/2018,CD,B-date
,SALESPERSON,NNP,O
,:,:,O
,TIME:,NNP,O
,09:21:00,.,O
,CASHIER,NNP,O
,:,:,O
,USER,NNP,O
,ITEM,RB,O
,QTY,NNP,O
,U/P,NNP,O
,AMOUNT,NNP,O
,(RM),ADD,O
,(RM),ADD,O
,15894,CD,O
,1,LS,O
,22.00,CD,O
,22.00,CD,O
,SR:8PCS,NNP,O
,AA,NNP,O
,ENERGIZER(BP.ME)WF,NNP,O
,15895,CD,O
,1,LS,O
,22.00,CD,O
,22.00,CD,O
,SR:8PCS,NNP,O
,AAA,NNP,O
,ENERGIZER(BP.SC)WF,NN,O
,12139,CD,O
,1,LS,O
,8.00,CD,O
,8.00,CD,O
,SR:EVEREADY,NNP,O
,SHD,NNP,O
,AA,NNP,O
,4PC,CD,O
,1215BP4(YO.PM)-WF,NNP,O
,TOTAL,NNP,O
,QUANTITY,NNP,O
,3,LS,O
,SUB-TOTAL,NNP,O
,DISC,NNP,O
,GST,NNP,O
,ROUNDING,NNP,O
,TOTAL,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,49.06,CD,O
,0.00,CD,O
,2.94,CD,O
,0.00,CD,O
,52.00,CD,B-total
,52.00,CD,I-total
,0.00,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,CODE,NNP,O
,AMOUNT,NNP,O
,%,NN,O
,TAX/AMT,NNP,O
,SR,NNP,O
,49.06,CD,O
,6,CD,O
,2.94,CD,O
,TAX,NN,O
,TOTAL:,FW,O
,2.94,CD,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,RETURNABLE,VBN,O
,THANK,VBP,O
,YOU.,JJ,O
Sentence: 516,TQ,NNP,O
,FOR,IN,O
,SHOPPING,VBG,O
,WITH,IN,O
,MYNEWS.COM,NN,O
,PUSAT,NNP,B-address
,DAGANGAN,NNP,I-address
,PHILEO,NNP,I-address
,DAMANSARA,NN,I-address
,UNIT,NNP,I-address
,105,CD,I-address
,BLOCK,NN,I-address
,A,DT,I-address
,PUSAT,NNP,I-address
,DAGANGAN,NN,I-address
,PHILEO,NN,I-address
,DAMANSARA,NN,I-address
,NO.9,JJ,I-address
,JALAN,NNP,I-address
,16/11,CD,I-address
,,_SP,I-address
,46350,CD,I-address
,PETALING,NNP,I-address
,JAYA,NNS,I-address
,SELANGOR,RB,I-address
,MYNEWSCARELINE,NNS,O
,:,:,O
,1800,CD,O
,88,CD,O
,1231,CD,O
,MYNEWSCARELINE@MYNEWS.COM.MY,ADD,O
,MYNEWS,NNP,B-company
,RETAIL,JJ,I-company
,SB(306295-X),VBZ,O
,FKA,NNP,O
,BISON,NN,O
,STORES,NNP,O
,SB,NNP,B-company
,TAX,NN,O
,REG,NNP,O
,ID,NNP,O
,CBP,NNP,O
,000709361664,CD,O
,QTY,NNP,O
,PRICE,NN,O
,DISC,NNP,O
,AMT,NNP,O
,GP,NNP,O
,GREENCELL,NNP,O
,EXTRA,NN,O
,HEAVY,JJ,O
,DUTY,NNS,O
,AAA,NN,O
,4+2,CD,O
,1,LS,O
,6.00,CD,B-total
,0.00,CD,O
,6.00,CD,B-total
,SR,NNP,O
,SUB,NNP,O
,TOTAL,NNP,O
,6.00,CD,B-total
,GRAND,NNP,O
,TOTAL,NNP,O
,6.00,CD,B-total
,CASH,NNP,O
,50.00,CD,O
,MYR,NN,O
,50.00,CD,O
,CHANGE,NNP,O
,DUE,NNP,O
,44.00,CD,O
,TOTAL,JJ,O
,QTY,NNP,O
,1,LS,O
,SR,NNP,O
,GOODS,NNP,O
,:,:,O
,6.00,CD,B-total
,TAX,NN,O
,:,:,O
,0.00,CD,O
,28/06/2018,CD,B-date
,3:11:35,CD,O
,PM,NN,O
,BILL,NNP,O
,1856,CD,O
,-,SYM,O
,608,CD,O
,-,HYPH,O
,9161,CD,O
,-,HYPH,O
,2806180322,CD,O
,PRICE,NN,O
,IS,VBZ,O
,GST,NNP,O
,INCLUSIVE,NNP,O
,:,:,O
,0,CD,O
,%,NN,O
Sentence: 517,MRT,NNP,O
,OPERATED,VBN,O
,BY,NNP,O
,RAPIDKL,NNP,O
,TAX,NN,O
,INVOICE,NN,O
,RAPID,NNP,B-company
,RAIL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,NO.1,JJ,B-address
,JALAN,NNP,I-address
,PJU,NNP,I-address
,1A/46,CD,I-address
,OFF,NNP,I-address
,JALAN,NNP,I-address
,LAPANGAN,NNP,I-address
,TERBANG,NN,I-address
,SUBANG,NN,I-address
,PETALING,NNP,I-address
,JAYA,NNP,I-address
,SELANGOR,RB,I-address
,47301,CD,I-address
,GST,NNP,O
,REG.,NNP,O
,NO,NN,O
,:,:,O
,001345261568,CD,O
,OTP,NNP,O
,SALE,NNP,O
,RECEIPT,NNP,O
,TSC,NN,O
,:,:,O
,22MG00SUBS----11002,CD,O
,AGENT,NNP,O
,ID,NNP,O
,:,:,O
,114500,CD,O
,SHIFT,NNP,O
,ID,NNP,O
,:,:,O
,38599,CD,O
,TRANSACTION,NN,O
,:,:,O
,89,CD,O
,DATE,NN,O
,:,:,O
,18/06/2018,CD,B-date
,08:18:00,CD,O
,DESCRIPTION,NNP,O
,QUANTITY,NNP,O
,AMOUNT,NNP,O
,TAX,NN,O
,MEDIA,NNP,O
,NB,NNP,O
,3097352783,CD,O
,BALANCE,NN,O
,BEFORE,IN,O
,RM,NNP,B-total
,1.90,CD,O
,BALANCE,NN,O
,AFTER,IN,O
,RM,NNP,B-total
,31.40,CD,O
,TNG,NNP,O
,RELOAD,NNP,O
,RM,NNP,B-total
,30,CD,O
,RELOAD,NNP,O
,FEE,NNP,O
,1,LS,O
,1,LS,O
,RM,NNP,B-total
,29.50,CD,O
,RM,NNP,B-total
,0.50,CD,O
,ES,NNP,O
,SR,NNP,O
,TOTAL,NNP,O
,RM,NNP,B-total
,30.00,CD,I-total
,ROUNDING,NNP,O
,INCLUDING,RB,O
,GST,NNP,O
,RM,NNP,B-total
,0.00,CD,O
,RM,NNP,B-total
,0.00,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,SR=GST,JJ,O
,0.00%:,CD,O
,ES=GST,JJ,O
,0.00%:,CD,O
,AMOUNT,NNP,O
,RM,NNP,B-total
,0.50,CD,O
,RM,NNP,B-total
,29.50,CD,O
,GST,NNP,O
,RM,NNP,B-total
,0.00,CD,O
,RM,NNP,B-total
,0.00,CD,O
,PAYMENT,NNP,O
,MODE,NNP,O
,CASH,NNP,O
,AMOUNT,NNP,O
,RM,NNP,B-total
,30.00,CD,I-total
,****,NFP,O
,PLEASE,NNP,O
,RETAIN,NNP,O
,RECEIPT,NNP,O
,FOR,IN,O
,REFERENCE,NN,O
,****,NFP,O
,DATE,NNP,O
,PRINTED,NNP,O
,18/06/2018,CD,B-date
,08:18:01,CD,O
,(RM),ADD,O
,CODE,NNP,O
Sentence: 518,TAX,NN,O
,INVOICE,NN,O
,BHPETROL,NNP,O
,PERMAS,NNP,B-address
,JAYA,NNP,O
,2,CD,O
,LOT,NNP,B-address
,PTD,NNP,I-address
,101051,CD,I-address
,JALAN,NNP,I-address
,PERMAS,VBD,I-address
,10/10,CD,I-address
,81750,CD,I-address
,MASAI,NNP,I-address
,JOHOR,NNP,I-address
,ESJAY,NN,B-company
,FUEL,NNP,I-company
,ENTERPRISE,NN,I-company
,CO.,LS,O
,REG.,NNP,O
,NO:,NNP,O
,001011128-T,CD,O
,GST,NNP,O
,REG.,NNP,O
,NO:,NNP,O
,000153358336,CD,O
,30-06-2018,CD,B-date
,09:09:49,CD,O
,CASHIER:,RB,O
,465,CD,O
,INVOICE,NNP,O
,NO:,NNP,O
,1-642195,VBZ,O
,PREPAY,NNP,O
,CHIT,NNP,O
,NUMBER:,IN,O
,12091,CD,O
,ITEM,RB,O
,U\PRICE,NNP,O
,QNTY,NNP,O
,AMOUNT,NNP,O
,INF,NNP,O
,RON95,NNP,O
,P3,NN,O
,2.200,CD,O
,22.73,CD,O
,50.00,CD,B-total
,R,NN,O
,TOTAL,JJ,O
,SALES,NNS,O
,ROUNDING,NNP,O
,ADJ,NNP,O
,RM,NNP,O
,RM,NNP,O
,TOTAL,NNP,O
,AMOUNT,NNS,O
,PAYABLE,NN,O
,CASH,NNP,O
,RM,NNP,O
,RM,NNP,O
,PREPAY,NNP,O
,DEPOSIT,NNP,O
,RM,NNP,O
,PREPAY,NNP,O
,REFUND,NNP,O
,RM,NNP,O
,GST,NNP,O
,SUMMARY,NNP,O
,R:,NN,O
,RELIEF*,NN,O
,AMOUNT,NNP,O
,RM,NNP,O
,50.00,CD,B-total
,TAX,NN,O
,RM,NNP,O
,0.00,CD,O
,*RELIEF,IN,O
,UNDER,IN,O
,SECTION,NNP,O
,56(3)(B)GST,NNP,O
,ACT,NNP,O
,2014,CD,O
,THANK,VBP,O
,YOU,PRP,O
,FOR,IN,O
,SHOPPING,VBG,O
,AT,IN,O
,BHPETROMART,NNP,O
,CUSTOMER,NNP,O
,SERVICE,NN,O
,1-300-22-2828,CD,O
,50.00,CD,B-total
,50.00,CD,I-total
,50.00,CD,I-total
,0.00,CD,O
Sentence: 519,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,04,CD,B-date
,JUN,NNP,I-date
,2018,CD,I-date
,18:28,CD,O
,(867388-U),-LRB-,O
,12,CD,B-address
,JALAN,NNP,I-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOI,NNP,I-address
,81200,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NN,O
,:,:,O
,OR18060402170527,ADD,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,SR,NNP,O
,I00100000006-,NNP,O
,PORK,NNP,O
,RM2.54,NNP,O
,I00100000060-,NNP,O
,4,CD,O
,VEGE,NNP,O
,RM5.18,ADD,O
,1,LS,O
,1,LS,O
,RM2.54,NNP,O
,RM5.18,ADD,O
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,RM7.72,ADD,O
,GST,NNP,O
,@0%:,.,O
,RM0.00,NNP,O
,ROUNDING:,NNP,O
,-RM0.02,.,O
,NETT,NNP,O
,TOTAL:,NNP,O
,RM7.70,XX,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,AMOUNT,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,RM7.70,XX,B-total
,RM0.00,NNP,O
,GST,NNP,O
,SUMMARY,NNP,O
,SR,NNP,O
,=,SYM,O
,GST,NNP,O
,@0%,NNP,O
,AMOUNT(RM),NNP,O
,7.72,CD,O
,TAX(RM),FW,O
,0.00,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE@PERMAS,VBZ,O
,JAYA,NNS,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK.COM/BARWANGRICE,ADD,O
Sentence: 520,MOONLIGHT,NNP,B-company
,CAKE,NNP,I-company
,HOUSE,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,862725-U,CD,O
,(GST,-LRB-,O
,REG,NNP,O
,NO:,NNP,O
,001559298048),CD,O
,NO.1,JJ,B-address
,JALAN,NNP,I-address
,PERMAS,VBD,I-address
,10/5,CD,I-address
,BANDAR,NN,I-address
,BARU,NNP,I-address
,PERMAS,NN,I-address
,JAYA,NNS,I-address
,81750,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TEL,NNP,O
,NO.:,NNP,O
,07-387,NN,O
,3322,CD,O
,WWW.MOONLIGHTCAKE.COM,NNP,O
,TABLE,NNP,O
,:,:,O
,COUNTER,NNP,O
