,Receipt ID,Line #,Text,Class (item/total),Class (item/total).1,Class (item/total).2
4431,US206,8,QTY SKU PRICE,Misc.,,
4432,US206,9,******* Customer Order 2219897103 *******,Misc.,,
4433,US206,10,1 Documents,Items,,
4434,US206,11,1980563 9.80,Items,,
4435,US206,12,1 Express Guarant,Items,,
4436,US206,13,2623697 2.94,Items,,
4437,US206,14,80 Documents,Items,,
4438,US206,15,1980563 0.178ea 14.24,Items,,
4439,US206,16,1 Express Guarant,Items,,
4440,US206,17,2623697 4.27,Items,,
4441,US206,18,SUBTOTAL 31.25,Subtotal,,
4442,US206,19,Standard Tax 8.875% 2.77,Tax,,
4443,US206,20,TOTAL $34.02,Total,,
4444,US206,21,AMERICAN EXPRESS USD$34.02,Misc.,,
4445,US206,22,Card No.: XXXXXXXXXXX 1003 [C],Misc.,,
4446,US206,23,Chip Read,Misc.,,
4447,US206,24,Auth No.: 8614C7,Misc.,,
4448,US206,25,AID.: AO00000025010801,Misc.,,
4449,US206,26,TOTAL ITEMS B3,Misc.,,
4450,US207,1,RITE AID PHARMACY,Store Name,,
4451,US207,2,"With us, if's personal.",Misc.,,
4452,US207,3,Store # 10569,Misc.,,
4453,US207,4,32-14 31ST STREET,Address,,
4454,US207,5,"ASTORIA, NY 11106",Address,,
4455,US207,6,(718) 728-9080,Tel#,,
4456,US207,7,Register #31 Transaction #39043,Misc.,,
4457,US207,8,Cashier #105699999 9/17/20 3:05PM,Date,Date,Hour
4458,US207,9,1 DURACELL AAA 4PK 6.69 T,Items,,
4459,US207,10,1 Items Subtotal $6.69,Subtotal,,
4460,US207,11,Tax $.59,Tax,,
4461,US207,12,Total $7.28,Total,,
4462,US207,13,*AMEX SALE* $7.28,Misc.,,
4463,US207,14,AMEX card* # XXXXXXXXXXX 1003,Misc.,,
4464,US207,15,App #AA APPROVAL AUTO,Misc.,,
4465,US207,16,Ref # 881928,Misc.,,
4466,US207,17,Entry Method: Chip,Misc.,,
4467,US207,18,Application Label: AMERICAN EXPRESS,Misc.,,
4468,US207,19,AID: A000000025010801,Misc.,,
4469,US207,20,TVR: 0800008000,Misc.,,
4470,US207,21,TSI: E800,Misc.,,
4471,US207,22,AC: AF3B20DODEC2F2C4,Misc.,,
4472,US207,23,ARC: 000,Misc.,,
4473,US207,24,Tendered $7.28,Misc.,,
4474,US207,25,Cash Change $.00,Misc.,,
4475,US207,26,THANK YOU FOR SHOPPING AT RITE AID,Misc.,,
4476,US207,27,T - Taxable,Misc.,,
4477,US208,1,WHOLE FOODS,Store Name,,
4478,US208,2,MARKET,Store Name,,
4479,US208,3,Flagstaff FLG,Address,,
4480,US208,4,320 So Cambridge Ln,Address,,
4481,US208,5,"Flagstaff, AZ 86001",Address,,
4482,US208,6,928-774-5747,Tel#,,
4483,US208,7,PIZZA SLICE $3.50 T,Items,,
4484,US208,8,Subtotal: $3.50,Subtotal,,
4485,US208,9,Net Sales: $3.50,Misc.,,
4486,US208,10,Tax/Fee: $0.39,Tax,,
4487,US208,11,Total:: $3.89,Total,,
4488,US208,12,Sold Items: 1,Misc.,,
4489,US208,13,Paid:,Misc.,,
4490,US208,14,Debit $3.89,Misc.,,
4491,US208,15,Tax/Fee Summary,Misc.,,
4492,US208,16,Name Rate Taxed Amt. Tax Amt.,Misc.,,
4493,US208,17,"ARIZONA, ST 5.60 3.50 0.20",Misc.,,
4494,US208,18,"COCONINO, C 1.30 3.50 0.05",Misc.,,
4495,US208,19,"FLAGSTAFF, 4.05 3.50 0.14",Misc.,,
4496,US208,20,Tax/Fee Total: $0.39,Misc.,,
4497,US209,1,DUANEreade,Store Name,,
4498,US209,2,by Walgreens,Store Name,,
4499,US209,3,#14485 40 Wall St,Address,,
4500,US209,4,"Manhattan, NY 10005",Address,,
4501,US209,5,212-742-8454,Tel#,,
4502,US209,6,7198 0008 10/08/2019 6:36 PM,Date,Date,Hour
4503,US209,7,PAPER TWL 90SH 6CT,Items,,
4504,US209,8,04902214283 A 6.00,Items,,
4505,US209,9,RETURN VALUE 6.00,Misc.,,
4506,US209,10,SUBTOTAL 6.00,Subtotal,,
4507,US209,11,SALES TAX A=8.875% 0.53,Tax,,
4508,US209,12,TOTAL 6.53,Total,,
4509,US209,13,VISA ACCT 8696 6.53,Misc.,,
4510,US209,14,CHANGE .00,Misc.,,
4511,US209,15,AID A0000000031010,Misc.,,
4512,US209,16,CHASE VISĄ,Misc.,,
4513,US209,17,Integrated chip card,Misc.,,
4514,US209,18,THANK YOU FOR SHOPPING At DUANE READE,Misc.,,
4515,US209,19,GET MORE WITH BALANCE REWARDS,Misc.,,
4516,US209,20,REDEEM POINTS FOR SOMETHING EXTRA,Misc.,,
4517,US209,21,IN AFUTURE PURCHASE. RESTRICTIONS,Misc.,,
4518,US209,22,APPLY. FOR FULL DETAILS SEE,Items,,
4519,US209,23,DUANEREADE.COM/BALANCE,Misc.,,
4520,US210,1,Walmart,Store Name,,
4521,US210,2,Save money. Live better.,Misc.,,
4522,US210,3,(330) 339 - 3991,Tel#,,
4523,US210,4,MANAGER DIANA EARNEST,Misc.,,
4524,US210,5,231 BLUEBELL DR SW,Address,,
4525,US210,6,NEW PHILADELPHIA OH 44663,Address,,
4526,US210,7,ST# 02115 OP# 009044 TE# 44 TR# 013011,Misc.,,
4527,US210,8,PET TOY 004747571658B 1.97 K,Items,,
4528,US210,9,FLOPPY PUPPY 004747514846 1.97 X,Items,,
4529,US210,10,SSSUPREME S 070060332153 4.97 X,Items,,
4530,US210,11,2.5 SQUEAK 084699803238 5.92 X,Items,,
4531,US210,12,MUNCHY DMBEL 068113108796 3.77 X,Items,,
4532,US210,13,DOG TREAT 007119013654 2.92 X,Items,,
4533,US210,14,PED PCH 1 002310011802 0.50 X,Items,,
4534,US210,15,PED PCH 1 002310011802 0.50 X,Items,,
4535,US210,16,COUPON 23100 052310037000 1.00-O,Items,,
4536,US210,17,HNYMD SMORES 088491226837 F 3.98 O,Items,,
4537,US210,18,FRENCH DRSNG 004132100655 F 1.98 O,Items,,
4538,US210,19,3 ORANGES 001466835001 F 5.47 N,Items,,
4539,US210,20,BABY CARROTS 003338366602 I 1.4 N,Items,,
4540,US210,21,COLLARDS 000000004614KI 1.24 N,Items,,
4541,US210,22,CALZONE 005208362080 2.50 O,Items,,
4542,US210,23,MM RVW MNT 003399105848 19.77 X,Items,,
4543,US210,24,STKOBRLPLABL 001558679414 1.97 X,Items,,
4544,US210,25,STKOBRLPLABL 001558679414 1.97 X,Items,,
4545,US210,26,STKO SUNFLWR 001558679410 0.97 X,Items,,
4546,US210,27,STKO SUNFLWR 001558679410 0.97 X,Items,,
4547,US210,28,STKO SUNFLWR 001558679410 0.97 X,Items,,
4548,US210,29,STKO SUNFLWR 001558679410 0.97 X,Items,,
4549,US210,30,BLING BEADS 076594060699 0.97 X,Items,,
4550,US210,31,GREAT VALUE 007874203191 F 9.97 O,Items,,
4551,US210,32,LIPTON 001200011224 F 4.48 X,Items,,
4552,US210,33,DRY DOG 002310011035 12 .44 X,Items,,
4553,US210,34,SUBTOTAL 93.62,Subtotal,,
4554,US210,35,TAX 1 6.750 % 4.59,Tax,,
4555,US210,36,TOTAL 98.21,Total,,
4556,US210,37,VISA TEND 98.21,Misc.,,
4557,US210,38,US DEBIT **** **** **** 9166 I O,Misc.,,
4558,US210,39,APPROVAL # 572868,Misc.,,
4559,US210,40,REF # 720900544961,Misc.,,
4560,US210,41,TRANS ID -  387209239650894,Misc.,,
4561,US210,42,VALIDATION - 87HS,Misc.,,
4562,US210,43,PAYMENT SERVICE- E,Misc.,,
4563,US210,44,AID AO000000980840,Misc.,,
4564,US210,45,TC 51319CA81DC22BC7,Misc.,,
4565,US210,46,TERMINAL # SC010764,Misc.,,
4566,US210,47,*Signature verified,Misc.,,
4567,US210,48,07/28/17 02:39 48,Date,Hour,
4568,US210,49,CHANGE DUE 0.00,Misc.,,
4569,US210,50,#ITEMS SOLD 25,Misc.,,
4570,US210,51,TC# 0443 0223 1059 8001 5140,Misc.,,
4571,US210,52,Low Prices You Can Trust. Every Day.,Misc.,,
4572,US210,53,Y,Misc.,,
4573,US210,54,2017-07-28 02:39:48,Date,Hour,
4574,US210,55,***CUSTOMER COPY***,Misc.,,
4575,US211,1,CVS pharmacy,Store Name,,
4576,US211,2,"587 BOYLSTON ST, BOSTON, MA",Address,,
4577,US211,3,PHARMACY: 437-8414 STORE: 437-7916,Tel#,,
4578,US211,4,REG#14 TRN#6946 CSHR#1556080 STR#1217,Misc.,,
4579,US211,5,Helped by: RITA,Misc.,,
4580,US211,6,1 KIT KAT MINT DUOS 1.5Z 1.49F,Items,,
4581,US211,7,1 NABISCO TRISCT WHT 8.5Z 4.99F,Items,,
4582,US211,8,1 ORBIT SPRMNT 3PK 14CT 3.99F,Items,,
4583,US211,9,3 ITEMS,Misc.,,
4584,US211,10,Survey ID#,Misc.,,
4585,US211,11,5453 0713 8533 014 63,Misc.,,
4586,US211,12,TOTAL 10.47,Total,,
4587,US211,13,CASH 20.00,Misc.,,
4588,US211,14,CHANGE 9.53,Misc.,,
4589,US211,15,3501 21 70 0196 9461 41,Misc.,,
4590,US211,16,"Returns with receipt, subject to",Misc.,,
4591,US211,17,"CVS Return Policy, thru 03/19/2020",Misc.,,
4592,US212,1,CVS pharmacy,Store Name,,
4593,US212,2,467 CENTRE ST JAMAICA PLAIN MA 02130,Address,,
4594,US212,3,PHARMACY: 522-8029 STORE: 522-8062,Tel#,,
4595,US212,4,REG#03 TRN#1431 CSHR#1752404 STR#2070,Misc.,,
4596,US212,5,Helped by: TAIVON,Misc.,,
4597,US212,6,1 DORITOS NCHO CHEES 9.75 4.29F,Items,,
4598,US212,7,1 LAYS SCO 9.52 4.29F,Items,,
4599,US212,8,1 TDY CATS+GLADE 14LB 11.29T,Items,,
4600,US212,9,3 ITEMS,Misc.,,
4601,US212,10,Survey ID #,Misc.,,
4602,US212,11,6638 1539 6333 563 70,Misc.,,
4603,US212,12,SUBTOTAL 19.87,Subtotal,,
4604,US212,13,MA 6.25% TAX .71,Tax,,
4605,US212,14,TOTAL 20.58,Total,,
4606,US212,15,CHARGE 20.58,Misc.,,
4607,US212,16,*********** CH,Misc.,,
4608,US212,17,CAPITAL ONE ***********,Misc.,,
4609,US212,18,APPROVED#,Misc.,,
4610,US212,19,REF#,Misc.,,
4611,US212,20,TRAN TYPE: SALE,Misc.,,
4612,US212,21,AID:,Misc.,,
4613,US212,22,TC:,Misc.,,
4614,US213,1,Walgreens,Store Name,,
4615,US213,2,There's a way,Misc.,,
4616,US213,3,102 10 2750 11541 031,Misc.,,
4617,US213,4,503 10 2752 11541 031,Misc.,,
4618,US213,5,RFN# 1154-1312-7524-1100-2820,Misc.,,
4619,US213,6,DOVE D/C B/WSH13.5 A 3.75 SALE,Items,,
4620,US213,7,DOVE D/C B/WSH13.5 A 3.75 SALE,Items,,
4621,US213,8,DOVE D/C B/WSH13.5 A 3.75 SALE,Items,,
4622,US213,9,DOVE D/C B/WSH13.5 A 3.75 SALE,Items,,
4623,US213,10,1 @ 4/15.00,Items,,
4624,US213,11,N/NON BSC KNEE HI 1A .19 SALE,Items,,
4625,US213,12,N/NON BSC KNEE HI 1A .19 SALE,Items,,
4626,US213,13,J/SZ REG 4X 1A .82 SALE,Items,,
4627,US213,14,MFG COUPON 1 3.75-MFGC,Items,,
4628,US213,15,MFG COUPON 1 3.75-MFGC,Misc.,,
4629,US213,16,MFG COUPON 1 3.75-MFGC,Misc.,,
4630,US213,17,MFG COUPON 1 3.75-MFGC,Misc.,,
4631,US213,18,J/SZ REG 4X 1A .82 SALE,Misc.,,
4632,US213,19,MFG COUPON 1A 3.00- MFGC,Misc.,,
4633,US213,20,SUBTOTAL .52,Subtotal,,
4634,US213,21,A=6% SALES TAX 1.02,Tax,,
4635,US213,22,TOTAL 1.54,Total,,
4636,US213,23,CASH 2.00,Misc.,,
4637,US213,24,CHANGE .46,Misc.,,
4638,US213,25,WAG ADVERTISED SAVINGS: 13.10,Misc.,,
4639,US213,26,MFG COUPON SAVINGS: 16.50,Misc.,,
4640,US213,27,YOUR SAVINGS: 29.60,Misc.,,
4641,US213,28,"4110 10TH Ave South Caldwell, ID",Address,,
4642,US213,29,(208) 402-0154,Tel#,,
4643,US213,30,THANK YOU,Misc.,,
4644,US213,31,SAVE ON YOUR PRESCRIPTIONS BY JOINING,Misc.,,
4645,US213,32,WALGREENS PRESCRIPTION SAVINGS CLUB,Misc.,,
4646,US213,33,SEE PHARMACY FOR DETAILS,Misc.,,
4647,US213,34,2011-06-28 21:11:00,Date,Hour,
4648,US214,1,See back of receipt for your chance,Misc.,,
4649,US214,2,to win $1000,Misc.,,
4650,US214,3,ID #: 9WJN,Misc.,,
4651,US214,4,Walmart,Store Name,,
4652,US214,5,Save money. Live better.,Misc.,,
4653,US214,6,(701) 223 3066,Tel#,,
4654,US214,7,MANAGER TIM MORRIS,Misc.,,
4655,US214,8,2717 ROCK ISLAND PL,Address,,
4656,US214,9,BISMARCK ND 58504,Address,,
4657,US214,10,ST# 01534 OP# 009048 TE# 48 TR# 04455,Misc.,,
4658,US214,11,6 WING PLATE 020108870398 3.98 P,Items,,
4659,US214,12,ASST 27 063099656595 4.88 X,Items,,
4660,US214,13,CUTIE CAR 063099656644 12.88 X,Items,,
4661,US214,14,SUBTOTAL 21.74,Subtotal,,
4662,US214,15,TAX 1 6.500% 1.15,Tax,,
4663,US214,16,TAX 4 7.500 % 0.30,Tax,,
4664,US214,17,TOTAL 23.19,Total,,
4665,US214,18,DEBIT TEND 23.19,Misc.,,
4666,US214,19,CHANGE DUE 0.00,Misc.,,
4667,US214,20,EFT DEBIT PAY FROM PRIMARY,Misc.,,
4668,US214,21,23.19 TOTAL PURCHASE,Misc.,,
4669,US214,22,US DEBIT **** **** **** 2696 I 0,Misc.,,
4670,US214,23,REF # 731700494718,Misc.,,
4671,US214,24,NETWORK ID. 0081 APPR CODE 936886,Misc.,,
4672,US214,25,US DEBIT,Misc.,,
4673,US214,26,AID AOOO0000980840,Misc.,,
4674,US214,27,TC 58877239DA5B3B44,Misc.,,
4675,US214,28,*NO SIGNATURE REQUIRED,Misc.,,
4676,US214,29,TERMINAL # SC011090,Misc.,,
4677,US214,30,2017-11-13 12:34:04,Date,Hour,
4678,US214,31,# ITEMS SOLD 3,Misc.,,
4679,US214,32,TC# 2188 7274 6444 1567 3762,Misc.,,
4680,US214,33,Low Prices You Can Trust. Every Day.,Misc.,,
4681,US214,34,2017-11-13 12:34:11,Date,Hour,
4682,US214,35,Store receipts on your phone. Walmart P,Misc.,,
4683,US214,36,ay.,Misc.,,
4684,US215,1,DUANreade,Store Name,,
4685,US215,2,by Walgreens,Store Name,,
4686,US215,3,#14260 77 7TH AVE,Address,,
4687,US215,4,"NEW YORK, NY 10011",Address,,
4688,US215,5,522 4273 0007 09/22/2020 6:32 PM,Date,Date,Hour
4689,US215,6,STELLA ARTOIS 11.2 OZ 6PK B,Items,,
4690,US215,7,78615000001 A 9.99 SALE,Items,,
4691,US215,8,REGUALR PRICE 11.99,Items,,
4692,US215,9,REWARDS SAVINGS 2.00,Items,,
4693,US215,10,RETURN VALUE 9.99,Items,,
4694,US215,11,BOTTLE DEPOSIT,Items,,
4695,US215,12,00000008481 0.30,Items,,
4696,US215,13,NICE! RSTD/SLTD PEANUTS 2.75OZ 2.97,Items,,
4697,US215,14,4902204247,Items,,
4698,US215,15,3 @ 0.99,Items,,
4699,US215,16,RETURN VALUE 0.99 ea,Items,,
4700,US215,17,SHOPPING BAG FEE 0.05,Items,,
4701,US215,18,SUBTOTAL 13.31,Subtotal,,
4702,US215,19,SALES TAX A=8.875% 0.89,Tax,,
4703,US215,20,TOTAL 14.20,Total,,
4704,US215,21,VISA ACCT 7303 14.20,Misc.,,
4705,US215,22,CHANGE .00,Misc.,,
4706,US215,23,AID AO000000031010.,Misc.,,
4707,US215,24,VISA CREDIT,Misc.,,
4708,US215,25,Tapped,Misc.,,
4709,US215,26,BALANCE REWARDS SAVINGS 2.00,Misc.,,
4710,US215,27,THANK YOU FOR SHOPPING AT DUANE READE,Misc.,,
4711,US215,28,DID YOU KNOW THAT YOU CAN EARN POINTS,Misc.,,
4712,US215,29,ON THOUSANDS OF ITEMS IN-STORE AND,Misc.,,
4713,US215,30,ONLINE? SEE OUR WEEKLY AD FOR MORE,Misc.,,
4714,US215,31,INFORMATION. ITEMS CHANGE WEEKLY.,Misc.,,
4715,US215,32,RESTRICTIONS APPLY FOR TERMS AND,Misc.,,
4716,US215,33,"CONDITIONS, VISIT DUANEREADE.COM/BALANCE",Misc.,,
4717,US215,34,RFN# 1426-0074-2738-2009-2203,Misc.,,
4718,US215,35,TOTAL SAVINGS $2.00,Misc.,,
4719,US215,36,SAVINGS VALUE 13%,Misc.,,
4720,US216,1,Walmart,Store Name,,
4721,US216,2,Save money. Live better.,Misc.,,
4722,US216,3,386-672-2104 Mgr:ROBERT ROGERS,Tel#,Misc.,
4723,US216,4,1521 W GRANADA BLVD,Address,,
4724,US216,5,ORMOND BEACH FL 32174,Address,,
4725,US216,6,ST# 00613 OP# 007671 TE# 07 TR# 02619,Misc.,,
4726,US216,7,STB ALL PIN 002200001988 F 0.78 X,Items,,
4727,US216,8,CABLE POUCH 068113118178 3.50 T,Items,,
4728,US216,9,TRVL PILLOW 075057602322 9.97 X,Items,,
4729,US216,10,SUBTOTAL 14.25,Subtotal,,
4730,US216,11,TAX 1 6.500 % 0.93,Tax,,
4731,US216,12,TOTAL 15.18,Total,,
4732,US216,13,DEBIT TEND 15.18,Misc.,,
4733,US216,14,CHANGE DUE 0.00,Misc.,,
4734,US216,15,EFT DEBIT PAY FROM PRIMARY,Misc.,,
4735,US216,16,15.18 TOTAL PURCHASE,Misc.,,
4736,US216,17,US DEBIT- 7641 I 3 REF # 831600869690,Misc.,,
4737,US216,18,NETWORK ID. 0081 APPR CODE 870411,Misc.,,
4738,US216,19,US DEBIT,Misc.,,
4739,US216,20,AID A0000000980840,Misc.,,
4740,US216,21,TC 9DE3EC353c6D6ADB,Misc.,,
4741,US216,22,*Pin verified,Misc.,,
4742,US216,23,TERMINAL #MX716047,Misc.,,
4743,US216,24,2018-11-11 23:37:13,Date,Hour,
4744,US216,25,# ITEMS SOLD 3,Misc.,,
4745,US216,26,TC# 4903 0007 3123 6600 8297,Misc.,,
4746,US216,27,2018-11-11 23:37:18,Date,Hour,
4747,US216,28,"WATCH OVER 6,000",Misc.,,
4748,US216,29,FOR FREE MOVIES &TV,Misc.,,
4749,US216,30,Only at Vudu.com/WatchFree,Misc.,,
4750,US216,31,VUDU,Misc.,,
4751,US216,32,Walmart's Digital Video Service,Misc.,,
4752,US217,1,CVS pharmacy,Store Name,,
4753,US217,2,161 6TH AVE,Address,,
4754,US217,3,"NEW YOR, NY 10013",Address,,
4755,US217,4,REG#17 TRN#1128 CSHR#0000097 STR#10933,Misc.,,
4756,US217,5,1 CLIF CHOC CHUNK SS 2.4Z 1.99F,Items,,
4757,US217,6,1 KINDER JOY BUENO 1.5Z 1.49B,Items,,
4758,US217,7,2 TEMS,Misc.,,
4759,US217,8,Survey ID #,Misc.,,
4760,US217,9,7992 9148 8398 302 75,Misc.,,
4761,US217,10,SUBTOTAL 3.48,Subtotal,,
4762,US217,11,NY 8.875% TAX 0.13,Tax,,
4763,US217,12,TOTAL 3.61,Total,,
4764,US217,13,CHARGE 3.61,Misc.,,
4765,US217,14,**********7303 RF,Misc.,,
4766,US217,15,VISA CREDIT **********7303,Misc.,,
4767,US217,16,APPROVED# 05537D REF£ 171285,Misc.,,
4768,US217,17,TRAN TYPE: SALE AID: A0000000031010,Misc.,,
4769,US217,18,TC: 7F8F076AP0DF8DE8 TERMINAL #84780312,Misc.,,
4770,US217,19,NO SIGNATURE REQUIRED CVM: 1F0000,Misc.,,
4771,US217,20,TVR (95): 000000000 TSI( 98): 0000,Misc.,,
4772,US217,21,CHANGE .00,Misc.,,
4773,US217,22,3510 9330 2671 1281 79,Misc.,,
4774,US217,23,"Returns with receipt, subject to",Misc.,,
4775,US217,24,"CVS Return Policy, thru 11/22/2020",Misc.,,
4776,US217,25,Refund amount is based on price,Misc.,,
4777,US217,26,after all coupons and discounts.,Misc.,,
4778,US217,27,2020-09-23 20:08:00,Date,Hour,
4779,US217,28,GET YOUR CVS EXTRACARE CARD,Misc.,,
4780,US217,29,We would love to hear your feedback,Misc.,,
4781,US217,30,on your recent experience with us.,Misc.,,
4782,US217,31,This survey will take only,Misc.,,
4783,US217,32,1 minute to complete.,Misc.,,
4784,US217,33,Share Your Feedback,Misc.,,
4785,US217,34,www.CVSHealthSurvey.com,Misc.,,
4786,US217,35,Hablamos español,Misc.,,
4787,US218,1,Ideal Food Basket,Store Name,,
4788,US218,2,Ideal Food Basket,Store Name,,
4789,US218,3,631 Gates Ave.,Address,,
4790,US218,4,"Brooklyn, NY",Address,,
4791,US218,5,(718)453-6032,Tel#,,
4792,US218,6,4005-002 9/14/2020 16:25:03 Katherine,Date,Date,Hour
4793,US218,7,Inv:00683988 Trst:685129,Misc.,,
4794,US218,8,NUTELLA GO PACK 1.9oz $1.59 F,Items,,
4795,US218,9,HERSHEY' S KIT KAT SNACKSIZE $4.99 TIF,Items,,
4796,US218,10,1@ 2/ $5.00,Items,,
4797,US218,11,ANTTU XIXONA DARK 4.4 OZ $2.50 F,Items,,
4798,US218,12,Net Sales $9.08,Subtotal,,
4799,US218,13,Tax 1 ($4.99) $0.44,Tax,,
4800,US218,14,TOTAL SALES $9.52,Total,,
4801,US218,15,SUB TOTAL $9.52,Misc.,,
4802,US218,16,Visa $9.52,Misc.,,
4803,US218,17,# ************7303,Misc.,,
4804,US218,18,Balance $0.00,Misc.,,
4805,US218,19,Item count 3,Misc.,,
4806,US218,20,MODE:  Online Issuer,Misc.,,
4807,US218,21,TYPE: Purchaser,Misc.,,
4808,US218,22,TENDER: VIsa,Misc.,,
4809,US218,23,CARD: P************7303,Misc.,,
4810,US218,24,Contactless,Misc.,,
4811,US218,25,AMOUNT: USD$9.52,Items,,
4812,US218,26,RESULT: 02 APPROVAL,Misc.,,
4813,US218,27,DATE/TIME: SEP 14 2020 16:24,Date,Hour,
4814,US218,28,SEQUENCE #: 001564,Misc.,,
4815,US218,29,AUTHOR. # 084950,Misc.,,
4816,US218,30,NEW STORE HOURS:,Misc.,,
4817,US218,31,Monday Thru Saturday: 8am to 10pm,Misc.,,
4818,US218,32,Sundays: 8am to 8Pm,Misc.,,
4819,US218,33,Free Delivery w/$30.00 or More,Misc.,,
4820,US218,34,Please Check Your Bags Before Leaving,Misc.,,
4821,US218,35,***RETURN POLICY***,Misc.,,
4822,US218,36,Ideal Super markets will accept returns,Misc.,,
4823,US218,37,for a period of 2 weeks after purchase,Misc.,,
4824,US218,38,WITH RECEIPT for GROCERY items,Misc.,,
4825,US218,39,PERISHABLE items  must be returned within,Misc.,,
4826,US218,40,24 hours of Purchase WITHRECEIPT. Items wit,Misc.,,
4827,US218,41,hout,Misc.,,
4828,US218,42,RECEIPT Can only be EXCHANGED,Misc.,,
4829,US219,1,CVS/pharmacy,Store Name,,
4830,US219,2,"400 PARK AVE, WORCESTER, MA",Address,,
4831,US219,3,PHARMACY 792-3866 STORE: 792-3870,Tel#,,
4832,US219,4,REG#02 TRN#6324 CSHR# 0820497 STR#657,Misc.,,
4833,US219,5,ExtraCare Card #: ********8836,Misc.,,
4834,US219,6,1 THERAFLU F&S 6CT 6.49T,Items,,
4835,US219,7,1 CVS NT DECON 1OZ 4.99T,Items,,
4836,US219,8,2 ITEMS,Misc.,,
4837,US219,9,SUBTOTAL 11.48,Subtotal,,
4838,US219,10,MA 6.25% TAX .72,Tax,,
4839,US219,11,TOTAL 12.20,Total,,
4840,US219,12,CASH 20.00,Misc.,,
4841,US219,13,CHANGE 7.80,Misc.,,
4842,US219,14,2500 6571 0476 3240 24,Misc.,,
4843,US219,15,RETURNS WITH RECEIPT THRU 04/17/2011,Misc.,,
4844,US219,16,2011-02-16 16:39:00,Date,Hour,
4845,US219,17,EARN 2% BACK ON ALMOST EVERYTHING,Misc.,,
4846,US219,18,IN THE STORE AND ON CVS.COM WHEN,Misc.,,
4847,US219,19,YOU USE YOUR EXTRACARE CARD.,Misc.,,
4848,US219,20,THANK YOU. SHOP 24 HOURS AT CVS.COM,Misc.,,
4849,US220,1,I Mail & More,Store Name,,
4850,US220,2,1130 Bedford Ave,Address,,
4851,US220,3,"Brooklyn, NY 11211",Address,,
4852,US220,4,(718) 622 4612,Tel#,,
4853,US220,5,Fax (718) 622 1562,Misc.,,
4854,US220,6,Shipment,Misc.,,
4855,US220,7,USPS First Class Package Servic3,Misc.,,
4856,US220,8,Ship To:,Misc.,,
4857,US220,9,RETURNS PROCESSING,Misc.,,
4858,US220,10,9 ROSS SIMONS DR,Misc.,,
4859,US220,11,RA# 2280425,Misc.,,
4860,US220,12,"CRANSTON, RI 02920-4475",Misc.,,
4861,US220,13,Package ID: 129652 4.47,Items,,
4862,US220,14,Tracking#: 940011899563164653560,Misc.,,
4863,US220,15,USPS Tracking [$0.00],Misc.,,
4864,US220,16,SUBTOTAL 4.47,Subtotal,,
4865,US220,17,TAX 0.00,Tax,,
4866,US220,18,TOTAL 4.47,Total,,
4867,US220,19,TEND Visa 4.47,Misc.,,
4868,US220,20,Total shipments: 1,Misc.,,
4869,US220,21,FX THIOLLIERE,Misc.,,
4870,US220,22,ZManager 07/02/2020,Misc.,,
4871,US220,23,#142610 08:48 AM,Misc.,,
4872,US220,24,Workstation: 0 Master Workstation,Misc.,,
4873,US220,25,Signature,Misc.,,
4874,US221,1,Walgreens,Store Name,,
4875,US221,2,#05359 1500 S BOULDER HWY,Address,,
4876,US221,3,"HENDERSON, NV 89015",Address,,
4877,US221,4,702-567-5454,Tel#,,
4878,US221,5,580 7855 0051 04/26/2015 4:14 PM,Date,Date,Hour
4879,US221,6,ALWAYS P/LINR THN RG WRP SCNT 20S,Items,,
4880,US221,7,03700042689 A 1.39,Items,,
4881,US221,8,RETURN VALUE 1.39,Items,,
4882,US221,9,TAMPAX RADIANT REG UNSCNT 16S,Items,,
4883,US221,10,07301001533 A 5.49,Items,,
4884,US221,11,RETURN VALUE 5.49,Items,,
4885,US221,12,ECOTOOLS STIPPLING BRUSH,Items,,
4886,US221,13,07962501293 A 7.99,Items,,
4887,US221,14,RETURN VALUE 7.99,Items,,
4888,US221,15,MINECRAFT MYSTERY BOXES,Items,,
4889,US221,16,88/96109732 A 8.38,Items,,
4890,US221,17,2 @ 4.19,Items,,
4891,US221,18,RETURN VALUE 4.19 ea,Items,,
4892,US221,19,SUBTOTAL 23.25,Subtotal,,
4893,US221,20,SALES TAX A=8.1% 1.88,Tax,,
4894,US221,21,TOTAL 25.13,Total,,
4895,US221,22,DEBIT CARD 25.13,Misc.,,
4896,US221,23,CHANGE .00,Misc.,,
4897,US221,24,THANK YOU FOR SHOPPING AT WALGREENS,Misc.,,
4898,US221,25,"GET MORE WITH BALANCE REWARDS,",Misc.,,
4899,US221,26,REDEEM POINTS FOR SOMETHING EXTRA,Misc.,,
4900,US221,27,IN A FUTURE PURCHASE. RESTRICTIONS,Misc.,,
4901,US221,28,"APPLY. FOR TERMS AND CONDITIONS,",Misc.,,
4902,US221,29,VISIT WALGREENS. COM/ BALANCE.,Misc.,,
4903,US221,30,RFN# 0536-9517-8553-1504-2603,Misc.,,
4904,US222,1,7-ELEVEN,Store Name,,
4905,US222,2,3992 HAVANA ST,Address,,
4906,US222,3,DENVER CO 80239,Address,,
4907,US222,4,3033719329,Tel#,,
4908,US222,5,STORE#: 35053,Misc.,,
4909,US222,6,UNIT ID: 00093505394 TERM ID: 21,Misc.,,
