,geo1,geo2,geo3,geo4,geo5,geo6,geo7,geo8,sentences,labels
23639,1325,2891,1727,2891,1727,2967,1325,2967,PAYMENT MODE,0
23640,1330,3001,1509,3001,1509,3056,1330,3056,CASH,0
23641,1320,3071,1545,3071,1545,3156,1320,3156,CHANGE,0
23642,2621,2957,2791,2957,2791,3017,2621,3017,$8.70,1
23643,2636,3041,2791,3041,2791,3110,2636,3110,$0.00,0
23644,1328,3281,1673,3281,1673,3337,1328,3337,GST SUMMARY,0
23645,1343,3369,1687,3369,1687,3430,1343,3430,SR = GST @6%,0
23646,1716,3473,2418,3473,2418,3547,1716,3547,GST REG #000656195584,0
23647,1600,3556,2538,3556,2538,3633,1600,3633,BAR WANG RICE@PERMAS JAYA,0
23648,1750,3641,2400,3641,2400,3716,1750,3716,(PRICE INCLUSIVE OF GST),0
23649,1726,3724,2426,3724,2426,3794,1726,3794,THANK YOU & COME AGAIN!,0
23650,1640,3804,2495,3804,2495,3881,1640,3881,LIKE AND FOLLOW US ON FACEBOOK!,0
23651,1692,3888,2454,3888,2454,3964,1692,3964,FACEBOOK.COM/BARWANGRICE,0
23652,1771,2058,1874,2058,1874,2127,1771,2127,QTY,0
23653,2621,2029,2774,2029,2774,2097,2621,2097,TOTAL,0
23654,1784,2244,1811,2244,1811,2313,1784,2313,1,0
23655,2615,2218,2772,2218,2772,2281,2615,2281,$7.10,0
23656,1785,2463,1819,2463,1819,2526,1785,2526,1,0
23657,2615,2434,2776,2434,2776,2499,2615,2499,$1.60,0
23658,2084,3264,2321,3264,2321,3320,2084,3320,AMOUNT($),0
23659,2644,3244,2797,3244,2797,3309,2644,3309,TAX($),0
23660,2221,3351,2315,3351,2315,3407,2221,3407,8.21,0
23661,2697,3341,2795,3341,2795,3389,2697,3389,0.49,0
23662,1244,1787,2580,1787,2580,1866,1244,1866,UNIHAKKA INTERNATIONAL SDN BHD,3
23663,1664,1874,2168,1874,2168,1942,1664,1942,10 MAY 2018 12:32,4
23664,1756,1961,2066,1961,2066,2029,1756,2029,(867388-U),0
23665,1335,2039,2483,2039,2483,2110,1335,2110,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN",2
23666,1458,2112,2352,2112,2352,2198,1458,2198,"TAMPOI,81200 JOHOR BAHRU,JOHOR",2
23667,1714,2195,2101,2195,2101,2266,1714,2266,TAX INVOICE,0
23668,1178,2281,2004,2281,2004,2339,1178,2339,INVOICE # : OR18051002160062,0
23669,1178,2397,1301,2397,1301,2460,1178,2460,ITEM,0
23670,1178,2495,1883,2495,1883,2568,1178,2568,SR I00100000060- 4 VEGE,0
23671,1178,2582,1335,2582,1335,2653,1178,2653,$5.50,0
23672,1165,2698,2041,2698,2041,2777,1165,2777,SR I00100000009- SEAFOOD (M),0
23673,1177,2804,1334,2804,1334,2875,1177,2875,$4.80,0
23674,2072,2946,2635,2946,2635,3009,2072,3009,TOTAL AMOUNT: $10.30,1
23675,2176,3026,2642,3026,2642,3099,2176,3099,GST @6%: $0.58,0
23676,2167,3110,2637,3110,2637,3181,2167,3181,NETT TOTAL: $10.30,1
23677,1177,3228,1581,3228,1581,3302,1177,3302,PAYMENT MODE,0
23678,1178,3320,1357,3320,1357,3389,1178,3389,CASH,0
23679,1178,3406,1394,3406,1394,3482,1178,3482,CHANGE,0
23680,1177,3609,1514,3609,1514,3670,1177,3670,GST SUMMARY,0
23681,1177,3703,1524,3703,1524,3763,1177,3763,SR = GST @6%,0
23682,1529,3825,2254,3825,2254,3885,1529,3885,GST REG #000656195584,0
23683,1421,3905,2379,3905,2379,3980,1421,3980,BAR WANG RICE@PERMAS JAYA,0
23684,1583,3987,2212,3987,2212,4066,1583,4066,(PRICE INCLUSIVE OF GST),0
23685,1549,4072,2246,4072,2246,4146,1549,4146,THANK YOU & COME AGAIN!,0
23686,1466,4155,2325,4155,2325,4218,1466,4218,LIKE AND FOLLOW US ON FACEBOOK!,0
23687,1512,4236,2282,4236,2282,4311,1512,4311,FACEBOOK.COM/BARWANGRICE,0
23688,1648,2400,1745,2400,1745,2469,1648,2469,QTY,0
23689,2495,2394,2643,2394,2643,2455,2495,2455,TOTAL,0
23690,1645,2587,1681,2587,1681,2648,1645,2648,1,0
23691,2481,2576,2638,2576,2638,2644,2481,2644,$5.50,0
23692,1643,2797,1674,2797,1674,2866,1643,2866,1,0
23693,2484,2797,2634,2797,2634,2865,2484,2865,$4.80,0
23694,2419,3230,2640,3230,2640,3285,2419,3285,AMOUNT,0
23695,2445,3322,2634,3322,2634,3385,2445,3385,$10.30,1
23696,2476,3401,2634,3401,2634,3469,2476,3469,$0.00,0
23697,1926,3609,2157,3609,2157,3669,1926,3669,AMOUNT($),0
23698,2481,3606,2634,3606,2634,3669,2481,3669,TAX($),0
23699,2060,3704,2158,3704,2158,3759,2060,3759,9.72,0
23700,2531,3701,2636,3701,2636,3756,2531,3756,0.58,0
23701,1631,1811,3011,1811,3011,1911,1631,1911,UNIHAKKA INTERNATIONAL SDN BHD,3
23702,2064,1904,2560,1904,2560,1978,2064,1978,09 MAY 2018 18:24,4
23703,2158,1990,2463,1990,2463,2068,2158,2068,(867388-U),0
23704,1736,2066,2884,2066,2884,2146,1736,2146,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN",2
23705,1863,2156,2740,2156,2740,2238,1863,2238,"TAMPOI,81200 JOHOR BAHRU,JOHOR",2
23706,2105,2234,2492,2234,2492,2310,2105,2310,TAX INVOICE,0
23707,1574,2308,2396,2308,2396,2378,1574,2378,INVOICE # : OR18050902160378,0
23708,1568,2424,1689,2424,1689,2494,1568,2494,ITEM,0
23709,1574,2521,2275,2521,2275,2601,1574,2601,SR I00100000061- 5 VEGE,0
23710,1572,2607,1720,2607,1720,2677,1572,2677,$6.60,1
23711,2492,2775,3019,2775,3019,2849,2492,2849,TOTAL AMOUNT: $6.60,1
23712,2555,2855,3024,2855,3024,2931,2555,2931,GST @6%: $0.37,0
23713,2581,2941,3021,2941,3021,3005,2581,3005,NETT TOTAL: $6.60,1
23714,1557,3039,1952,3039,1952,3107,1557,3107,PAYMENT MODE,0
23715,1555,3135,1727,3135,1727,3201,1555,3201,CASH,0
23716,1551,3215,1764,3215,1764,3289,1551,3289,CHANGE,0
23717,1547,3414,1887,3414,1887,3488,1547,3488,GST SUMMARY,0
23718,1545,3513,1893,3513,1893,3579,1545,3579,SR = GST @6%,0
23719,1891,3626,2631,3626,2631,3721,1891,3721,GST REG #000656195584,0
23720,1789,3728,2734,3728,2734,3806,1789,3806,BAR WANG RICE@PERMAS JAYA,0
23721,1945,3808,2580,3808,2580,3890,1945,3890,(PRICE INCLUSIVE OF GST),0
23722,1902,3892,2607,3892,2607,3976,1902,3976,THANK YOU & COME AGAIN!,0
23723,1811,3971,2696,3971,2696,4046,1811,4046,LIKE AND FOLLOW US ON FACEBOOK!,0
23724,1871,4056,2656,4056,2656,4138,1871,4138,FACEBOOK.COM/BARWANGRICE,0
23725,2031,2431,2138,2431,2138,2503,2031,2503,QTY,0
23726,2888,2443,3029,2443,3029,2507,2888,2507,TOTAL,0
23727,2037,2625,2062,2625,2062,2686,2037,2686,1,0
23728,2873,2633,3023,2633,3023,2701,2873,2701,$6.60,1
23729,2859,3158,3017,3158,3017,3220,2859,3220,$6.60,1
23730,2849,3234,3013,3234,3013,3302,2849,3302,$0.00,0
23731,2291,3439,2527,3439,2527,3501,2291,3501,AMOUNT($),0
23732,2861,3445,3006,3445,3006,3506,2861,3506,TAX($),0
23733,2426,3531,2530,3531,2530,3590,2426,3590,6.23,0
23734,2898,3539,3002,3539,3002,3605,2898,3605,0.37,0
23735,1575,447,3042,447,3042,557,1575,557,THE TOAST F&B SDN BHD (965752-T),3
23736,1672,556,2952,556,2952,645,1672,645,LOT 2110&2111 JALAN PERMAS UTARA,2
23737,1916,637,2711,637,2711,719,1916,719,BANDAR BARU PERMAS,2
23738,1827,717,2795,717,2795,800,1827,800,81750.JOHOR BAHRU JOHOR,2
23739,2065,794,2566,794,2566,870,2065,870,TEL: 07-3886880,0
23740,1898,877,2724,877,2724,957,1898,957,GST ID NO 002069884928,0
23741,1988,971,2620,971,2620,1070,1988,1070,TAX INVOICE,0
23742,1603,1133,2194,1133,2194,1211,1603,1211,PS8418053885,0
23743,2610,1111,3025,1111,3025,1191,2610,1191,11/05/2018,4
23744,1609,1232,1994,1232,1994,1312,1609,1312,S/P: POS,0
23745,2400,1207,2760,1207,2760,1296,2400,1296,LOC: PMS,0
23746,1609,1330,1865,1330,1865,1403,1609,1403,WALK IN,0
23747,1612,1447,1901,1447,1901,1546,1612,1546,TABLE:,0
23748,2159,1447,2306,1447,2306,1561,2159,1561,27,0
23749,1607,1628,1756,1628,1756,1699,1607,1699,ITEM,0
23750,1937,1619,2051,1619,2051,1697,1937,1697,QTY,0
23751,2104,1609,2335,1609,2335,1687,2104,1687,U.PRICE,0
23752,2425,1605,2576,1605,2576,1678,2425,1678,DISC,0
23753,2766,1598,3036,1598,3036,1665,2766,1665,AMOUNT,0
23754,1614,1715,1737,1715,1737,1791,1614,1791,711,0
23755,2060,1699,2420,1699,2420,1775,2060,1775,WM TUNA,0
23756,2022,1804,2065,1804,2065,1879,2022,1879,1,0
23757,2218,1797,2372,1797,2372,1868,2218,1868,5.00,0
23758,2434,1790,2587,1790,2587,1857,2434,1857,0.00,0
23759,2807,1781,3036,1781,3036,1857,2807,1857,5.00 S,0
23760,1616,1917,1746,1917,1746,1983,1616,1983,224,0
23761,2061,1896,2523,1896,2523,1967,2061,1967,CANTONESE,0
23762,2031,2004,2063,2004,2063,2070,2031,2070,1,0
23763,2186,1997,2374,1997,2374,2061,2186,2061,10.00,0
23764,2436,1987,2590,1987,2590,2054,2436,2054,0.00,0
23765,2773,1974,3046,1974,3046,2050,2773,2050,10.00 S,0
23766,1617,2111,1798,2111,1798,2184,1617,2184,220Z,0
23767,2060,2089,2577,2089,2577,2162,2060,2162,T/A KAMPUNG,0
23768,2033,2200,2074,2200,2074,2271,2033,2271,1,0
23769,2187,2196,2375,2196,2375,2260,2187,2260,10.40,0
23770,2441,2184,2595,2184,2595,2253,2441,2253,0.00,0
23771,2775,2175,3040,2175,3040,2242,2775,2242,10.40 S,0
23772,1621,2306,1747,2306,1747,2377,1621,2377,301,0
23773,2068,2283,2464,2283,2464,2360,2068,2360,KOPI - HOT,0
23774,2031,2395,2079,2395,2079,2468,2031,2468,2,0
23775,2225,2393,2381,2393,2381,2459,2225,2459,2.80,0
23776,2441,2381,2594,2381,2594,2454,2441,2454,0.00,0
23777,2803,2367,3044,2367,3044,2443,2803,2443,5.60 S,0
23778,1623,2498,2030,2498,2030,2569,1623,2569,TOTAL ITEMS:,0
23779,2070,2495,2120,2495,2120,2564,2070,2564,4,0
23780,1655,2613,2005,2613,2005,2693,1655,2693,SUB TOTAL:,0
23781,2853,2599,3038,2599,3038,2675,2853,2675,31.00,1
23782,1658,2715,2184,2715,2184,2788,1658,2788,LESS DISCOUNT:,0
23783,2890,2699,3048,2699,3048,2768,2890,2768,0.00,0
23784,1658,2821,1914,2821,1914,2890,1658,2890,ROUND:,0
23785,2898,2795,3045,2795,3045,2864,2898,2864,0.00,0
23786,1644,2928,2519,2928,2519,3027,1644,3027,TOTAL DUE (GST INC):,0
23787,2814,2919,3048,2919,3048,3002,2814,3002,31.00,1
23788,1660,3096,1901,3096,1901,3192,1660,3192,PAID:,0
23789,1949,3077,2125,3077,2125,3141,1949,3141,CASH,0
23790,2816,3070,3050,3070,3050,3155,2816,3155,51.00,0
23791,1653,3270,2065,3270,2065,3371,1653,3371,CHANGE:,0
23792,2818,3238,3052,3238,3052,3321,2818,3321,20.00,0
23793,1704,3450,2091,3450,2091,3528,1704,3528,S:GST(6%),0
23794,2463,3437,2660,3437,2660,3510,2463,3510,29.24,0
23795,2899,3425,3059,3425,3059,3508,2899,3508,1.76,0
23796,1685,3746,2347,3746,2347,3824,1685,3824,PLEASE COME AGAIN!,0
23797,1648,4030,2372,4030,2372,4110,1648,4110,11/05/2018 08:35:58 PM,4
23798,1628,418,2814,418,2814,477,1628,477,DE LUXE CIRCLE FRESH MART SDN BHD,3
23799,1962,492,2466,492,2466,558,1962,558,(MUTIARA RINI 16),0
23800,1499,561,2142,561,2142,628,1499,628,CO REG NO:797887-W,0
23801,1849,631,2576,631,2576,697,1849,697,"NO, 89&91, JALAN UTAMA,",2
23802,1624,698,2802,698,2802,759,1624,759,"TAMAN MUTIA RINI, 81300 SKUDAI, JOHOR.",2
23803,1954,772,2474,772,2474,829,1954,829,TEL:016-7780546,0
23804,1426,907,2079,907,2079,970,1426,970,MT161201805120055,0
23805,1423,1002,1675,1002,1675,1065,1423,1065,CASHIER:,0
23806,2302,907,3009,907,3009,981,2302,981,12/05/18 12:12:57 PM,4
23807,2298,1000,3005,1000,3005,1074,2298,1074,12/05/18 12:13:17 PM,4
23808,1423,1159,2611,1159,2611,1218,1423,1218,HEAVEN & EARTH AYATAKA GREEN TEA 1.5L,0
23809,1464,1225,1960,1225,1960,1282,1464,1282,8888002119454,0
23810,1419,1325,1849,1325,1849,1397,1419,1397,KONNYAKU 10G,0
23811,1462,1397,1962,1397,1962,1458,1462,1458,8888338001119,0
23812,2462,1227,2673,1227,2673,1286,2462,1286,5.00*1,0
23813,2462,1397,2677,1397,2677,1465,2462,1465,3.50*2,0
23814,1417,1565,1593,1565,1593,1626,1417,1626,ITEM:,0
23815,1417,1649,1564,1649,1564,1717,1417,1717,QTY:,0
23816,1419,1733,1884,1733,1884,1792,1419,1792,TOTAL SAVING:,0
23817,1950,1561,2583,1561,2583,1622,1950,1622,TOTAL WITH GST @ 6%,0
23818,2251,1647,2585,1647,2585,1706,2251,1706,ROUNDING,0
23819,2384,1731,2585,1731,2585,1801,2384,1801,TOTAL,0
23820,2831,1561,3003,1561,3003,1618,2831,1618,12.00,1
23821,2853,1649,3000,1649,3000,1708,2853,1708,0.00,0
23822,2826,1729,2998,1729,2998,1795,2826,1795,12.00,1
23823,2337,1868,2585,1868,2585,1934,2337,1934,TENDER,0
23824,2437,1958,2584,1958,2584,2017,2437,2017,CASH,0
23825,2833,1964,3003,1964,3003,2021,2833,2021,50.00,0
23826,2325,2052,2589,2052,2589,2113,2325,2113,CHANGE,0
23827,2826,2054,3006,2054,3006,2111,2826,2111,38.00,0
23828,1485,2130,1874,2130,1874,2200,1485,2200,GST ANALYSIS,0
23829,1555,2228,1784,2228,1784,2294,1555,2294,S = 6%,0
23830,1553,2331,1784,2331,1784,2397,1553,2397,Z = 0%,0
23831,1419,2460,2068,2460,2068,2526,1419,2526,MEMBER 0000036581,0
23832,1417,2536,2265,2536,2265,2597,1417,2597,MEMBER: WONG SHOO YUEN,0
23833,1773,2603,2637,2603,2637,2670,1773,2670,*THANK YOU. SEE YOU AGAIN !!,0
23834,1668,2676,2744,2676,2744,2734,1668,2734,*CUSTOMER CARE LINE : 012-7092889,0
23835,1663,2745,2756,2745,2756,2814,1663,2814,*CUSTOMERSERVICE@DELUXEGROUPS.COM,0
23836,2232,565,2937,565,2937,618,2232,618,GST NO:001507647488,0
23837,1735,1002,2009,1002,2009,1063,1735,1063,CHU PECK,0
23838,2786,1229,2999,1229,2999,1288,2786,1288,5.00 S,0
23839,2779,1399,3002,1399,3002,1456,2779,1456,7.00 S,0
23840,1626,1561,1681,1561,1681,1622,1626,1622,2,0
23841,1630,1647,1679,1647,1679,1700,1630,1700,3,0
23842,1962,1735,2103,1735,2103,1794,1962,1794,0.00,0
23843,2024,2132,2202,2132,2202,2193,2024,2193,GOODS,0
23844,2288,2134,2653,2134,2653,2189,2288,2189,TAX AMOUNT,0
23845,2028,2228,2202,2228,2202,2296,2028,2296,11.32,0
23846,2503,2232,2653,2232,2653,2298,2503,2298,0.68,0
23847,2065,2333,2206,2333,2206,2401,2065,2401,0.00,0
23848,2503,2343,2648,2343,2648,2402,2503,2402,0.00,0
23849,2120,2462,2646,2462,2646,2525,2120,2525,POINTS EARNED: 11,0
23850,1793,412,2826,412,2826,488,1793,488,VERBENA CONFECTIONERY SDN BHD,3
23851,2121,498,2467,498,2467,580,2121,580,(774288-V),0
23852,1797,590,2773,590,2773,676,1797,676,"1, JALAN SUTERA TANJUNG 8/4,",2
23853,1689,678,2914,678,2914,764,1689,764,"TMN SUTERA UTAMA, 81300 SKUDAI, JB.",2
23854,1969,764,2610,764,2610,844,1969,844,TEL : 607-556 1878,0
23855,1894,857,2644,857,2644,933,1894,933,GST NO : 001837056000,0
23856,1650,1029,2220,1029,2220,1111,1650,1111,12/05/2018 15:16,4
23857,1644,1125,1761,1125,1761,1209,1644,1209,QTY,0
23858,2490,1039,2982,1039,2982,1117,2490,1117,B656954,0
23859,2773,1133,2990,1133,2990,1199,2773,1199,AMOUNT,0
23860,1644,1303,1683,1303,1683,1375,1644,1375,1,0
23861,1639,1387,1688,1387,1688,1463,1639,1463,2,0
23862,1646,1476,1683,1476,1683,1550,1646,1550,1,0
23863,1637,1566,1688,1566,1688,1640,1637,1640,2,0
23864,1637,1654,1682,1654,1682,1730,1637,1730,1,0
23865,1894,1299,2572,1299,2572,1379,1894,1379,"8"" PANDAN KAYA CAKE",0
23866,1890,1392,2257,1392,2257,1464,1890,1464,HOTDOG BUN,0
23867,1889,1482,2182,1482,2182,1552,1889,1552,OTA BOAT,0
23868,1864,1567,2570,1567,2570,1650,1864,1650,SPICY CHICKEN FLOSS,0
23869,1887,1658,2280,1658,2280,1732,1887,1732,DIRTY BREAD,0
23870,2804,1307,3060,1307,3060,1375,2804,1375,55.00 T,0
23871,2837,1393,3047,1393,3047,1472,2837,1472,5.60 T,0
23872,2840,1485,3057,1485,3057,1560,2840,1560,3.50 T,0
23873,2838,1572,3049,1572,3049,1650,2838,1650,5.80 T,0
23874,2838,1666,3059,1666,3059,1736,2838,1736,5.80 T,0
23875,1633,1834,1684,1834,1684,1906,1633,1906,7,0
23876,1881,1834,2242,1834,2242,1917,1881,1917,TOTAL,0
23877,2625,1838,2978,1838,2978,1912,2625,1912,75.70,1
23878,1879,1924,2035,1924,2035,1994,1879,1994,CASH,0
23879,2767,1930,2986,1930,2986,2002,2767,2002,100.00,0
23880,1875,2007,2341,2007,2341,2093,1875,2093,CHANGE,0
23881,2620,2001,2973,2001,2973,2095,2620,2095,24.30,0
23882,1875,2187,2691,2187,2691,2269,1875,2269,PRICES INCLUSIVE 6% GST,0
23883,1984,2367,2664,2367,2664,2459,1984,2459,THANK YOU.,0
23884,1699,2457,2953,2457,2953,2541,1699,2541,PLEASE COME AGAIN.,0
23885,1621,2722,2029,2722,2029,2802,1621,2802,GST SUMMARY,0
23886,1628,2807,1917,2807,1917,2893,1628,2893,T:6% GST,0
23887,1623,2902,2057,2902,2057,2974,1623,2974,Z:ZERO RATED,0
23888,1621,3076,2855,3076,2855,3154,1621,3154,1. GOODS SOLD ARE NOT REFUNDABLE OR,0
23889,1724,3172,2177,3172,2177,3250,1724,3250,EXCHANGEABLE.,0
23890,1619,3254,2754,3254,2754,3334,1619,3334,2. OUR PRODUCTS CONTAIN NO ADDED,0
23891,1715,3349,2965,3349,2965,3431,1715,3431,"PRESERVATIVES, PLEASE KEEP IN FRIDG",0
23892,1613,3609,2105,3609,2105,3689,1613,3689,TIME: 15:16:11,0
23893,1611,3697,1865,3697,1865,3777,1611,3777,CSH:109,0
23894,1896,1129,2322,1129,2322,1207,1896,1207,DESCRIPTIONS,0
23895,2396,2730,2615,2730,2615,2798,2396,2798,AMOUNT,0
23896,2851,2724,2970,2724,2970,2796,2851,2796,TAX,0
23897,2435,2818,2615,2818,2615,2890,2435,2890,71.42,0
23898,2822,2818,2972,2818,2972,2890,2822,2890,4.28,0
23899,2465,2904,2613,2904,2613,2978,2465,2978,0.00,0
23900,2816,2906,2964,2906,2964,2982,2816,2982,0.00,0
23901,2101,3701,2876,3701,2876,3785,2101,3785,POS:T002 SHF:201805121,0
23902,1430,1426,2772,1426,2772,1537,1430,1537,UNIHAKKA INTERNATIONAL SDN BHD,3
23903,1846,1525,2350,1525,2350,1607,1846,1607,22 MAY 2018 18:51,4
23904,1948,1610,2262,1610,2262,1683,1948,1683,(867388-U),0
23905,1532,1680,2684,1680,2684,1772,1532,1772,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN",2
23906,1667,1765,2542,1765,2542,1855,1667,1855,"TAMPOI,81200 JOHOR BAHRU,JOHOR",2
23907,1917,1852,2293,1852,2293,1919,1917,1919,TAX INVOICE,0
23908,1381,1936,2205,1936,2205,2011,1381,2011,INVOICE # : OR18052202160306,0
23909,1383,2072,1513,2072,1513,2129,1383,2129,ITEM,0
23910,1381,2147,2340,2147,2340,2227,1381,2227,SR I00100000035- 1 MEAT + 3 VEGE,0
23911,1390,2258,1548,2258,1548,2322,1390,2322,$7.10,0
23912,1396,2363,2167,2363,2167,2438,1396,2438,SR I00100000171-MEAT DISH,0
23913,1399,2470,1550,2470,1550,2534,1399,2534,$3.00,0
23914,1395,2581,2145,2581,2145,2656,1395,2656,SR I00100000169- VEGGIES,0
23915,1401,2690,1554,2690,1554,2752,1401,2752,$1.30,0
23916,2294,2807,2653,2807,2653,2871,2294,2871,TOTAL AMOUNT,0
23917,2399,2878,2869,2878,2869,2953,2399,2953,GST @6%: $0.65,0
23918,2396,2959,2866,2959,2866,3029,2396,3029,NETT TOTAL: $11.40,1
23919,1410,3103,1799,3103,1799,3179,1410,3179,PAYMENT MODE,0
23920,1410,3206,1584,3206,1584,3265,1410,3265,CASH,0
23921,1394,3278,1629,3278,1629,3363,1394,3363,CHANGE,0
23922,2676,3171,2866,3171,2866,3231,2676,3231,$11.40,1
23923,2713,3249,2864,3249,2864,3315,2713,3315,$0.00,0
23924,1411,3496,1752,3496,1752,3553,1411,3553,GST SUMMARY,0
23925,1411,3586,1759,3586,1759,3643,1411,3643,SR = GST @6%,0
23926,1786,3676,2481,3676,2481,3761,1786,3761,GST REG #000656195584,0
23927,1661,3763,2631,3763,2631,3843,1661,3843,BAR WANG RICE@PERMAS JAYA,0
23928,1823,3854,2460,3854,2460,3928,1823,3928,(PRICE INCLUSIVE OF GST),0
23929,1793,3931,2491,3931,2491,3998,1793,3998,THANK YOU & COME AGAIN!,0
23930,1713,4012,2563,4012,2563,4087,1713,4087,LIKE AND FOLLOW US ON FACEBOOK!,0
23931,1741,4094,2546,4094,2546,4174,1741,4174,FACEBOOK.COM/BARWANGRICE,0
23932,1850,2054,1957,2054,1957,2130,1850,2130,QTY,0
23933,2709,2022,2849,2022,2849,2082,2709,2082,TOTAL,0
23934,1861,2246,1893,2246,1893,2306,1861,2306,1,0
23935,2693,2210,2847,2210,2847,2279,2693,2279,$7.10,0
23936,1861,2459,1893,2459,1893,2519,1861,2519,1,0
23937,2702,2425,2856,2425,2856,2498,2702,2498,$3.00,0
23938,1870,2677,1898,2677,1898,2737,1870,2737,1,0
23939,2709,2642,2860,2642,2860,2711,2709,2711,$1.30,0
23940,2754,2795,2861,2795,2861,2855,2754,2855,$11.40,1
23941,2651,3077,2871,3077,2871,3139,2651,3139,AMOUNT,0
23942,2162,3476,2393,3476,2393,3535,2162,3535,AMOUNT($),0
23943,2727,3455,2871,3455,2871,3517,2727,3517,TAX($),0
23944,2276,3563,2397,3563,2397,3616,2276,3616,10.75,0
23945,2768,3549,2873,3549,2873,3606,2768,3606,0.65,0
23946,1594,1475,2736,1475,2736,1580,1594,1580,GERBANG ALAF RESTAURANTS SDN BHD,3
23947,2020,1573,2356,1573,2356,1656,2020,1656,(65351-M),0
23948,1779,1656,2562,1656,2562,1746,1779,1746,LICENSEE OF MCDONALD'S,0
23949,1501,1738,2875,1738,2875,1844,1501,1844,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3",2
23950,1498,1830,2878,1830,2878,1930,1498,1930,"NO.3, JALAN SS21/39,47400 PETA ING JAYA",2
23951,2023,1934,2312,1934,2312,2006,2023,2006,SELANGOR,2
23952,1748,2010,2637,2010,2637,2107,1748,2107,(GST ID NO: 000504664064),0
23953,1680,2097,2698,2097,2698,2194,1680,2194,MCDONALD'S PERMAS JAYA (#096),0
23954,1784,2200,2031,2200,2031,2277,1784,2277,TEL NO.,0
23955,1995,2284,2390,2284,2390,2365,1995,2365,TAX INVOICE,0
23956,2035,2463,2395,2463,2395,2536,2035,2536,MFY SIDE 1,0
23957,1512,2642,2224,2642,2224,2729,1512,2729,INV# 000960100030435,0
23958,1512,2713,2787,2713,2787,2816,1512,2816,ORD #69 -REG #1- 25/05/2018 18:12:50,4
23959,1512,2829,1804,2829,1804,2905,1512,2905,QTY ITEM,0
23960,2716,2799,2894,2799,2894,2870,2716,2870,TOTAL,0
23961,1588,2902,2087,2902,2087,2991,1588,2991,1 L FILETOFISH,0
23962,2715,2884,2901,2884,2901,2965,2715,2965,11.10,1
23963,1652,3004,1944,3004,1944,3073,1652,3073,1 L COKE,0
23964,1659,3091,1983,3091,1983,3160,1659,3160,1 L FRIES,0
23965,1522,3256,2329,3256,2329,3346,1522,3346,EAT-IN TOTAL (INCL GST),0
23966,2723,3243,2902,3243,2902,3311,2723,3311,11.10,1
23967,1524,3352,1995,3352,1995,3433,1524,3433,TOTAL ROUNDED,0
23968,2720,3326,2909,3326,2909,3395,2720,3395,11.10,1
23969,1525,3435,1990,3435,1990,3524,1525,3524,CASH TENDERED,0
23970,2715,3419,2904,3419,2904,3490,2715,3490,21.10,0
23971,1512,3537,1743,3537,1743,3611,1512,3611,CHANGE,0
23972,2729,3506,2900,3506,2900,3574,2729,3574,10.00,0
23973,1525,3695,2272,3695,2272,3782,1525,3782,TOTAL INCLUDES 6% GST,0
23974,2754,3682,2902,3682,2902,3758,2754,3758,0.63,0
23975,1638,3946,2755,3946,2755,4041,1638,4041,THANK YOU AND PLEASE COME AGAIN.,0
23976,1566,4033,2880,4033,2880,4136,1566,4136,GUEST RELATIONS CENTER : 1300-13-1300,0
23977,2100,2189,2571,2189,2571,2273,2100,2273,07 - 3865 879,0
23978,1498,1604,2873,1604,2873,1688,1498,1688,UNIHAKKA INTERNATIONAL SDN BHD,3
23979,1932,1684,2452,1684,2452,1761,1932,1761,24 MAY 2018 18:29,4
23980,2026,1770,2338,1770,2338,1840,2026,1840,(867388-U),0
23981,1609,1851,2764,1851,2764,1924,1609,1924,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN",2
23982,1739,1939,2628,1939,2628,2015,1739,2015,"TAMPOI,81200 JOHOR BAHRU,JOHOR",2
23983,1998,2019,2369,2019,2369,2078,1998,2078,TAX INVOICE,0
23984,1455,2097,2299,2097,2299,2165,1455,2165,INVOICE # : OR18052402170329,0
23985,1461,2225,1595,2225,1595,2280,1461,2280,ITEM,0
23986,1926,2219,2033,2219,2033,2289,1926,2289,QTY,0
23987,2769,2201,2943,2201,2943,2265,2769,2265,TOTAL,0
23988,1461,2311,2409,2311,2409,2384,1461,2384,SR I00100000025- 1 MEAT + 2 VEGE,0
23989,1467,2402,1623,2402,1623,2481,1467,2481,$6.00,0
23990,1929,2408,1969,2408,1969,2463,1929,2463,1,0
23991,2763,2387,2925,2387,2925,2450,2763,2450,$6.00,0
23992,1455,2519,2445,2519,2445,2592,1455,2592,SR I00100000170- IMPORTED VEGGIES,0
23993,1458,2629,1629,2629,1629,2690,1458,2690,$1.60,0
23994,1932,2619,1965,2619,1965,2683,1932,2683,1,0
23995,2763,2601,2919,2601,2919,2677,2763,2677,$1.60,0
23996,1467,2736,2497,2736,2497,2809,1467,2809,SR I00100000149- ADD VEGETABLE (X),0
23997,1470,2836,1620,2836,1620,2906,1470,2906,$0.80,0
23998,1938,2836,1969,2836,1969,2897,1938,2897,1,0
23999,2778,2815,2931,2815,2931,2891,2778,2891,$0.80,0
